Veces,Palabra
1,cuidado
1,jóvenes
1,reglas
1,niños
1,madres
1,barros
1,higiene
1,ayudas
1,vas
1,ayudar
1,ganamos
1,árbitros
1,representamos
1,llevo
1,reuniendo
1,forma
1,temática
1,trasladar
1,principales
1,mínimo
1,sacrificio
1,cometiendo
1,empeño
1,hitos
1,logro
1,dije
1,comparecencias
1,pico
1,enfermedad
1,quedan
1,lleguemos
1,acercando
1,saldo
1,transcurrir
1,cabe
1,caigan
1,picada
1,velocidad
1,suben
1,llegara
1,dispongamos
1,editar
1,eliminar
1,infección
1,ascendente
1,planearlo
1,descender
1,sistemas
1,queda
1,oh
1,probablemente
1,crear
1,agradecer
1,prestado
1,shows
1,entorno
1,decia
1,resolución
1,agradezco
1,incluido
1,celebrado
1,profundo
1,incorporado
1,anunciar
1,caídas
1,iniciar
1,relanzando
1,dinamismo
1,inmersos
1,auge
1,l
1,venga
1,seguida
1,estancamiento
1,contundentes
1,iniciativas
1,anunciadas
1,implementadas
1,traducir
1,fundamentalmente
1,procedo
1,dijimos
1,haríamos
1,sentirse
1,protegidas
1,repito
1,cifra
1,capacidad
1,riqueza
1,anual
1,trópico
1,restante
1,complementará
1,reciente
1,magnitud
1,escatimar
1,necesitar
1,pequeños
1,dependen
1,nómina
1,adelantó
1,ee
1,fijado
1,marco
1,granollers
1,gestión
1,áreas
1,prioritarias
1,devenido
1,fun
1,teniendo
1,flujo
1,crédito
1,pagos
1,médica
1,búsqueda
1,inmersa
1,permanecer
1,margen
1,seiscientos
1,financiación
1,básicas
1,correspondientes
1,entes
1,atención
1,asistencia
1,dependientes
1,alcance
1,cobertura
1,ampliamos
1,suministros
1,energía
1,agua
1,garantizando
1,esenciales
1,novedad
1,establecido
1,moratoria
1,hipotecas
1,hipotecarios
1,vulnerabilidad
1,crean
1,reducirse
1,perderá
1,desahuciado
1,atravesar
1,seguiremos
1,mano
1,espero
1,reunirme
1,potente
1,destinadas
1,carácter
1,actuales
1,negativo
1,permanente
1,insistir
1,ésto
1,asalariados
1,adaptar
1,reducir
1,jornada
1,conciliar
1,cuidar
1,establecer
1,flexibilidad
1,principal
1,promover
1,ajustes
1,plantilla
1,flexibilización
1,expedientes
1,regulación
1,conocidos
1,beneficiar
1,causados
1,considerados
1,adicionalmente
1,contributiva
1,cumplan
1,requisito
1,cotización
1,exigido
1,computadora
1,posterior
1,aceleración
1,reduciendo
1,periodos
1,tramitación
1,consultas
1,percibían
1,agilidad
1,flexibiliza
1,acceso
1,exoneración
1,acogerse
1,verdes
1,cuenten
1,reducido
1,significativamente
1,resumir
1,recibir
1,cobrar
1,priorizan
1,suspensión
1,contratos
1,reducción
1,opción
1,despido
1,llamamiento
1,entendemos
1,ayudara
1,seguirá
1,necesitando
1,superamos
1,muertes
1,exonera
1,empresaria
1,portación
1,permitirá
1,aliviar
1,cargas
1,financieras
1,destinado
1,contundente
1,proporcionar
1,necesité
1,mantenerse
1,operativo
1,iliquidez
1,convertirse
1,solvencia
1,solventes
1,necesito
1,garantías
1,permitiría
1,privado
1,garante
1,operaciones
1,líneas
1,adicionales
1,exportadoras
1,come
1,carismas
1,ágiles
1,favoreciendo
1,continuamos
1,reestructuración
1,créditos
1,explotaciones
1,agrarias
1,afectadas
1,sequía
1,acelerar
1,puesta
1,programas
1,digitalización
1,i
1,implantación
1,cerrar
1,apartado
1,anunciarles
1,reformado
1,normativa
1,inversiones
1,exteriores
1,impedir
1,hacerse
1,control
1,españolas
1,sectores
1,estratégicos
1,aprovechando
1,acciones
1,extrema
1,volatilidad
1,financieros
1,vivimos
1,trascendente
1,refuerzo
1,fundamental
1,desarrollo
1,cura
1,dedicar
1,treinta
1,dinero
1,dedicado
1,investigaciones
1,científicas
1,instituto
1,tercero
1,precisos
1,supone
1,colosal
1,bastar
1,necesitan
1,suplementario
1,venir
1,preservar
1,indispensable
1,idea
1,tratarse
1,adaptación
1,arrendadores
1,proveedores
1,bienes
1,receptores
1,empleadores
1,acreedores
1,ocupar
1,posición
1,comprensivos
1,rápidos
1,fuertes
1,encarna
1,movilizarse
1,movilizando
1,precisa
1,trasladando
1,adaptándonos
1,observando
1,grupales
1,adaptado
1,declaración
1,limita
1,libertad
1,circulación
1,villas
1,espacios
1,playas
1,realizarse
1,individual
1,contemplaba
1,acompañó
1,discapacidad
1,exista
1,causa
1,debidamente
1,justificados
1,abran
1,establecimientos
1,centros
1,clínicas
1,veterinarias
1,pecuaria
1,limitará
1,domicilio
1,autoridad
1,competente
1,suspender
1,cualquiera
1,suponer
1,riesgo
1,condiciones
1,específicas
1,habilita
1,modificar
1,ampliar
1,restringir
1,responderse
1,previstas
1,adentramos
1,lluvias
1,trascendental
1,preocupación
1,pásame
1,confusión
1,incertidumbre
1,llantas
1,entiendo
1,humano
1,reaccionar
1,dimensiones
1,desconocidas
1,sometidos
1,durísima
1,carece
1,manisfestó
1,posee
1,instrucciones
1,surgiendo
1,internacionales
1,quiso
1,reconocer
1,orienta
1,gracia
1,resistencia
1,milicia
1,insistiendo
1,absolutas
1,caben
1,errores
1,cometido
1,concluir
1,examinaremos
1,aprenderemos
1,creen
1,aprender
1,tratando
1,dejarlo
1,criterio
1,fe
1,temporada
1,cabeza
1,fria
1,visión
1,sacar
1,lecciones
1,ocurrir
1,elección
1,indiscutible
1,balcones
1,salimos
1,aplaudir
1,acción
1,alejándonos
1,ruido
1,dejemos
1,hagan
1,suponiendo
1,inédita
1,sucede
1,extremas
1,permitido
1,aflorar
1,conducta
1,modélica
1,comportamientos
1,ejemplares
1,motivos
1,orgullo
1,organizan
1,adversidad
1,aliento
1,noches
1,llenado
1,silencio
1,ciudades
1,pueblos
1,empezaron
1,ejército
1,expuesto
1,pelear
1,descanso
1,extendido
1,abastece
1,tiendas
1,supermercados
1,garantizan
1,movilidad
1,mercancias
1,mental
1,ofreciendo
1,telemático
1,cultura
1,ponen
1,sabiduría
1,ingenio
1,hacernos
1,duraderos
1,queden
1,hoteles
1,camas
1,enfermos
1,mantienen
1,conectados
1,profesores
1,estudiantes
1,maestros
1,siguen
1,tareas
1,académicas
1,avecinan
1,rajatabla
1,amenaza
1,poniendo
1,responsabilizados
1,perdone
1,permanezca
1,mos
1,evitemos
1,salidas
1,imprescindibles
1,conciencia
1,mantengamos
1,sumo
1,sumarnos
1,espíritu
1,nace
1,espontáneo
1,simple
1,llanamente
1,abrumó
1,cifras
1,preocupe
1,preocupa
1,ocupa
1,cueste
1,moral
1,golpes
1,jamás
1,rendimos
1,enemigo
1,portas
1,penetró
1,ciudad
1,pie
1,formidable
1,intachable
1,educativas
1,culturales
1,entregadas
1,comunicaciones
1,robustas
1,componemos
1,entereza
1,armas
1,pararemos
1,haremos
1,pasamos
1,turno
1,permiso
1,participan
1,cientos
1,acto
1,agradecerles
1,participación
1,comprensión
1,llevando
1,formulamos
1,efe
1,calculado
1,soportar
1,arcas
1,toman
1,característica
1,específicos
1,parón
1,freno
1,venía
1,creciendo
1,previsión
1,coma
1,dependerá
1,des
1,coordinar
1,atiende
1,afecta
1,lavarnos
1,obra
1,auto
1,hornos
1,desastres
1,plaza
1,miento
1,subrrayarlo
1,puche
1,motivo
1,broma
1,pasar
1,iban
1,guardamos
1,filosofía
1,corazón
1,empleado
1,india
1,meses
1,ve
1,afectado
1,encontrar
1,iguala
1,asumirá
1,sol
1,escuchen
1,tura
1,posteriormente
1,aportar
1,hablado
1,cargo
1,empresarias
1,alquilan
1,ponernos
1,piel
1,impactos
1,apareció
1,plural
1,respaldo
1,italia
1,autoridades
1,grupo
1,cree
1,respondiendo
1,adecuadamente
1,amiga
1,exigentes
1,finales
1,proyecto
1,compartido
1,obedecen
1,frena
1,fronterizas
1,territoriales
1,significa
1,asumir
1,aplazamiento
1,deudas
1,tributarias
1,suponen
1,inyección
1,catorce
1,damos
1,político
1,sabia
1,damnificada
1,encontrará
1,abrigo
1,ruta
1,comunitario
1,fiscales
1,urgencias
1,abastecimiento
1,amante
1,médico
1,pasé
1,hagamos
1,deberes
1,tendría
1,revitalización
1,surgió
1,mesa
1,programa
1,sólido
1,fuerte
1,atraviesa
1,inquietud
1,formulados
1,minutos
1,punta
1,will
1,formula
1,confinamiento
1,cataluña
1,dinamita
1,generalitat
1,protagonistas
1,defenderlo
1,contenerlo
1,propagar
1,estemos
1,ministro
1,vaciamiento
1,científico
1,seremos
1,intervención
1,fases
1,tasa
1,incremento
1,quedaron
1,roma
1,enfatizó
1,perfectamente
1,empiece
1,disminuir
1,empieza
1,crecer
1,lentamente
1,flecha
1,descienda
1,numero
1,aporte
1,plano
1,diez
1,kitty
1,argumento
1,poderoso
1,obtuvo
1,eventual
1,fijo
1,familia
1,proveer
1,suficientes
1,extendió
1,poderosos
1,ámbitos
1,realidad
1,inquilinos
1,propiedades
1,construimos
1,diaria
1,oportunidades
1,quedado
1,frenadas
1,cope
1,prepararse
1,ciudadania
1,prolongado
1,drásticas
1,satisfecho
1,comportamiento
1,comprometidos
1,trasladamos
1,duras
1,presentaron
1,vuelta
1,constitucionalmente
1,comparecer
1,congreso
1,representan
1,aprovechar
1,tomando
1,ánimo
1,significará
1,recuperamos
1,volvemos
1,quehaceres
1,diarios
1,volcán
1,sentimos
1,orgullosos
1,obras
1,llevan
1,presión
1,estrés
1,hacerles
1,partícipes
1,partido
1,crecientes
1,económicosocial
1,provenientes
1,revaluar
1,balada
1,criterios
1,consideración
1,rendir
1,tributo
1,centro
1,alertas
1,emergencias
1,simón
1,equipo
1,informativa
1,imprescindible
1,diria
1,asesoramiento
1,eficaz
1,contención
1,casas
1,hogares
1,comprender
1,individualmente
1,formulado
1,coincidentes
1,combinadas
1,alan
1,prevista
1,flexibilizar
1,entrada
1,lugares
1,destinados
1,compra
1,ordenadores
1,fomentar
1,diría
1,previsiones
1,clara
1,destrucción
1,racialmente
1,próximas
1,interés
1,presentar
1,venció
1,escobilla
1,situarnos
1,mirando
1,futuro
1,olvidando
1,desgraciado
1,formulan
1,demasiadas
1,preguntar
1,ajena
1,concreto
1,conocido
1,previo
1,opina
1,ocurrido
1,conoces
1,previamente
1,sobresaltado
1,juicio
1,único
1,tomada
1,rey
1,sexto
1,apoyos
1,coherente
1,tendentes
1,reinado
1,ii
1,aman
1,impulsando
1,preguntan
1,onda
1,hilo
1,conductor
1,niñas
1,solventado
1,internas
1,surgidas
1,unidas
1,pactar
1,matarnos
1,visto
1,preciado
1,soltura
1,café
1,implicar
1,humo
1,presupuestario
1,revitalizar
1,oportunidad
1,celebrar
1,video
1,conferencia
1,insisten
1,involucrar
1,instrumentos
1,vano
1,eh
1,demonios
1,política
1,sacaron
1,comparte
1,hubiera
1,plurales
1,problema
1,realidades
1,abortar
1,ejecutivo
1,desafió
1,grande
1,fórmula
1,unen
1,tuvimos
1,cenar
1,acabar
1,derrotar
1,habido
1,grupos
1,reprochado
1,quepis
1,durará
1,coloquialmente
1,prudentemente
1,órgano
1,colegiado
1,pedagógica
1,calle
1,liberación
1,reconocidos
1,pretendido
1,guardar
1,desequilibrio
1,equilibrio
1,respetar
1,afortunadamente
1,nación
1,beneficiamos
1,plantea
1,actuado
1,minuto
1,ayuntamiento
1,diputación
1,cabildo
1,conceizao
1,muni
1,autónoma
1,tomado
1,rotunda
1,hayamos
1,discrepancia
1,equipos
1,consejerías
1,contrario
1,reconocemos
1,pese
1,perspectivas
1,agradecemos
1,perros
1,ideología
1,pertenezca
1,segoviano
1,actuando
1,críticas
1,intensas
1,acabo
1,colgar
1,teléfono
1,república
1,popular
1,china
1,estuve
1,desafio
1,extraordinaria
1,unido
1,delibera
1,decide
1,tranquilidad
1,refirió
1,estación
1,consiga
1,impiden
1,independiente
1,chino
1,queríamos
1,acusado
1,luchar
1,chi
1,precisamente
1,elementos
1,conversación
1,finalizamos
1,internacional
1,bloomberg
1,television
1,rodrigo
1,francés
1,colonia
1,italiano
1,contemplando
1,eros
1,estaria
1,dispuesta
1,similar
1,hiciese
1,vio
1,obvio
1,vencerla
1,durar
1,intensa
1,corta
1,planteando
1,asunción
1,asimilación
1,damnificados
1,cierre
1,verse
1,desatendidos
1,miedo
1,asume
1,vendrá
1,pedir
1,perspectiva
1,agrupar
1,garantizados
1,definitivo
1,publique
1,boletín
1,oficial
1,particularidades
1,técnicas
1,cesio
1,hacía
1,retribución
1,contar
1,difícilmente
1,certeza
1,abriéndolos
1,robándoles
1,esperamos
1,gasto
1,interno
1,procedente
1,ponemos
1,empatía
1,compatriota
1,duro
1,ok
1,inquilino
1,propietario
1,respire
1,palpa
1,convencido
1,tardes
1,participantes
